postcode,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time student: Aged 15-24 years,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time student: Aged 25 years and over,Technical or Further Educ Inst (incl. TAFE Colleges): Part-time student: Aged 15-24 years,Technical or Further Educ Inst (incl. TAFE Colleges): Part-time student: Aged 25 years and over,Technical or Further Educ Inst (incl. TAFE Colleges): Full-time/Part-time student status not stated,University or other Tertiary Institution: Full-time student: Aged 15-24 years,University or other Tertiary Institution: Full-time student: Aged 25 years and over,University or other Tertiary Institution: Part-time student: Aged 15-24 years,University or other Tertiary Institution: Part-time student: Aged 25 years and over,University or other Tertiary Institution: Full-time/Part-time student status not stated,Other: Full-time student,Other: Part-time student,Total
"3779, VIC",0,0,0,6,0,0,0,0,0,0,0,4,14
"3781, VIC",11,6,25,40,3,47,14,10,31,0,5,29,237
"3782, VIC",25,7,59,44,0,148,29,16,63,0,7,25,440
"3783, VIC",7,7,26,16,0,38,10,4,21,0,6,16,146
"3785, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3786, VIC",7,0,9,15,0,38,13,5,19,0,0,7,110
"3787, VIC",7,3,6,12,0,14,6,5,20,0,0,0,68
"3788, VIC",8,4,3,6,0,19,13,0,16,0,8,5,85
"3789, VIC",0,0,0,5,0,8,3,0,0,0,0,0,22
"3791, VIC",5,0,5,7,0,33,6,3,19,0,3,4,88
"3792, VIC",0,0,5,7,0,16,3,0,11,0,0,3,60
"3793, VIC",11,9,28,30,0,43,11,12,29,0,4,21,190
"3795, VIC",0,6,9,14,0,35,9,0,9,0,0,4,79
"3796, VIC",42,13,92,74,3,145,47,21,77,0,18,54,575
"3797, VIC",6,3,39,19,0,18,6,5,21,0,3,20,147
"3799, VIC",14,15,47,33,0,29,23,13,47,0,15,39,271
"3800, VIC",16,0,0,0,0,1978,137,6,0,0,4,0,2152
"3802, VIC",129,92,96,152,0,728,170,92,171,4,94,172,1906
"3803, VIC",69,52,39,67,0,253,65,35,72,0,59,101,808
"3804, VIC",34,3,57,22,0,304,30,37,35,4,21,28,587
"3805, VIC",384,214,343,376,9,1506,340,167,381,12,280,385,4410
"3806, VIC",230,128,273,284,4,1266,281,155,367,6,116,237,3350
"3807, VIC",42,13,59,32,3,193,25,17,48,0,8,26,467
"3808, VIC",10,4,19,20,0,67,11,9,20,0,7,7,182
"3809, VIC",36,18,43,62,0,149,56,22,75,0,13,33,498
"3810, VIC",247,152,268,342,16,592,271,110,381,3,170,317,2870
"3812, VIC",11,0,22,7,0,50,7,6,4,0,5,11,126
"3813, VIC",3,5,0,8,0,20,0,4,3,0,0,6,43
"3814, VIC",9,5,18,9,0,27,5,5,11,0,0,6,95
"3815, VIC",11,3,14,14,0,42,7,5,10,0,3,15,133
"3816, VIC",15,3,13,20,0,28,11,4,12,0,4,8,120
"3818, VIC",46,42,92,93,0,106,65,23,92,0,30,53,653
"3820, VIC",68,34,73,94,0,191,87,42,153,0,49,70,856
"3821, VIC",11,3,17,15,0,38,11,7,27,0,3,4,137
"3822, VIC",0,0,11,4,0,13,4,0,9,0,0,6,49
"3823, VIC",4,3,10,10,0,12,14,0,12,0,4,8,88
"3824, VIC",15,12,19,39,0,41,20,5,31,3,10,28,220
"3825, VIC",106,55,119,105,6,159,54,27,91,0,44,93,863
"3831, VIC",3,4,10,5,0,10,0,4,14,0,5,7,62
"3832, VIC",0,0,3,0,0,3,0,0,0,0,0,3,15
"3833, VIC",0,0,0,0,0,5,0,3,7,0,0,0,14
"3835, VIC",0,3,3,0,0,3,0,0,0,0,0,0,11
"3840, VIC",61,49,67,84,3,134,63,34,97,0,35,82,709
"3842, VIC",17,15,25,29,0,227,81,11,43,0,12,22,484
"3844, VIC",88,60,158,182,0,296,145,57,228,0,63,125,1411
"3847, VIC",0,0,16,17,0,15,0,0,4,0,7,9,80
"3850, VIC",47,26,73,95,3,85,43,30,155,0,43,65,650
"3851, VIC",6,3,20,22,0,20,8,5,23,0,8,7,125
"3852, VIC",0,5,0,0,0,0,0,4,4,0,19,0,23
"3854, VIC",0,3,9,0,0,10,3,0,7,0,0,12,52
"3856, VIC",8,3,4,6,0,11,3,3,5,0,0,13,49
"3857, VIC",0,0,3,0,0,4,0,4,0,0,0,5,16
"3858, VIC",9,6,19,15,0,18,6,3,9,0,4,6,103
"3859, VIC",3,0,6,7,0,5,4,0,5,0,0,0,35
"3860, VIC",11,18,15,40,0,34,16,12,39,0,5,27,215
"3862, VIC",5,5,10,13,0,7,15,3,25,0,4,16,110
"3864, VIC",0,0,0,0,0,0,0,0,0,0,0,0,3
"3865, VIC",6,0,0,0,0,0,0,0,0,0,0,0,3
"3869, VIC",0,0,10,10,0,24,5,3,12,0,0,7,81
"3870, VIC",4,0,8,8,0,16,0,0,11,0,3,9,57
"3871, VIC",10,8,14,3,0,6,19,6,28,0,3,14,110
"3873, VIC",0,0,0,0,0,0,0,0,3,0,0,0,8
"3874, VIC",0,0,0,0,0,0,0,0,0,0,0,0,12
"3875, VIC",68,35,80,98,9,58,37,23,129,0,34,67,623
"3878, VIC",3,3,3,3,0,4,0,0,6,0,0,8,39
"3880, VIC",7,13,16,20,0,3,8,3,19,0,0,15,110
"3882, VIC",0,3,4,4,0,0,3,0,9,0,0,3,35
"3885, VIC",3,3,11,14,0,3,7,6,10,0,3,4,59
"3886, VIC",0,0,4,0,0,0,0,0,4,0,0,0,8
"3887, VIC",0,0,0,3,0,0,0,0,0,0,0,0,8
"3888, VIC",0,7,5,23,0,7,12,0,14,0,10,16,89
"3889, VIC",0,0,3,0,0,0,0,0,0,0,0,0,9
"3890, VIC",0,0,0,4,0,0,0,0,0,0,0,0,8
"3891, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3892, VIC",3,0,0,0,0,3,0,0,13,0,0,3,26
"3893, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3895, VIC",0,6,0,0,0,0,0,0,0,0,0,0,5
"3896, VIC",0,0,0,5,0,0,0,0,3,0,0,0,17
"3898, VIC",3,4,0,10,0,5,9,4,17,0,0,7,56
"3900, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3902, VIC",0,0,0,0,0,0,0,0,3,0,0,0,7
"3903, VIC",0,0,3,0,0,0,0,0,0,0,0,0,10
"3904, VIC",0,0,4,9,0,0,0,0,9,0,0,7,39
"3909, VIC",31,14,27,37,3,14,17,7,47,0,7,26,214
"3910, VIC",93,56,180,136,3,346,84,54,152,0,44,115,1254
"3911, VIC",17,3,27,15,0,55,15,3,22,0,8,17,192
"3912, VIC",63,24,133,109,0,227,48,31,80,0,36,84,836
"3913, VIC",10,3,35,35,0,52,10,11,26,0,7,9,200
"3915, VIC",35,34,69,70,4,58,24,21,49,0,23,43,422
"3916, VIC",0,0,5,0,0,17,3,3,13,0,0,5,49
"3918, VIC",10,20,29,32,0,33,8,0,40,0,6,16,201
"3919, VIC",7,4,18,30,0,21,10,0,16,0,11,16,137
"3920, VIC",64,14,8,8,0,3,0,0,16,0,45,6,173
"3921, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3922, VIC",19,10,21,46,5,30,19,3,56,0,12,27,249
"3923, VIC",0,6,3,6,0,3,0,0,5,0,0,0,17
"3925, VIC",3,3,12,16,0,13,18,3,24,0,5,15,112
"3926, VIC",7,6,10,19,0,52,12,3,24,0,8,14,148
"3927, VIC",4,0,9,9,0,27,11,7,17,0,4,8,86
"3928, VIC",0,0,0,0,0,9,5,0,6,0,0,0,15
"3929, VIC",0,5,0,0,0,9,0,0,7,0,0,4,29
"3930, VIC",45,26,67,80,0,413,71,41,141,10,27,81,1006
"3931, VIC",67,45,125,136,0,262,65,36,192,4,43,126,1084
"3933, VIC",4,0,3,5,0,30,4,3,8,0,0,11,63
"3934, VIC",52,30,83,81,3,272,62,32,131,0,22,91,859
"3936, VIC",35,28,45,54,3,93,32,18,58,0,20,42,427
"3937, VIC",0,0,3,3,0,22,5,3,23,0,3,5,66
"3938, VIC",9,5,0,6,0,16,9,0,24,0,3,7,85
"3939, VIC",58,24,56,74,3,98,57,14,74,0,18,60,541
"3940, VIC",9,19,13,15,4,22,15,0,24,0,5,13,132
"3941, VIC",28,26,59,56,5,81,40,4,84,0,16,58,457
"3942, VIC",0,8,3,13,0,22,5,4,10,0,6,7,70
"3943, VIC",0,0,0,10,0,14,6,0,8,0,0,0,36
"3944, VIC",0,0,0,0,0,0,0,0,0,0,0,0,4
"3945, VIC",0,0,0,5,0,0,0,0,5,0,0,4,19
"3946, VIC",0,0,0,0,0,0,0,0,0,0,0,0,5
"3950, VIC",16,11,22,33,0,15,17,6,23,0,12,26,183
"3951, VIC",5,0,4,6,0,8,0,0,5,0,4,3,37
"3953, VIC",10,11,34,40,0,43,22,11,59,0,16,20,276
"3954, VIC",0,0,0,5,0,4,0,0,4,0,0,0,18
"3956, VIC",9,5,13,14,0,10,6,5,23,0,3,10,92
"3957, VIC",0,0,0,0,0,0,0,0,0,0,0,0,4
"3958, VIC",0,0,0,0,0,0,0,0,0,0,0,0,6
"3959, VIC",5,0,3,5,0,9,0,0,5,0,0,3,30
"3960, VIC",9,5,15,4,0,10,11,4,12,0,0,12,84
"3962, VIC",0,4,5,3,0,0,0,0,3,0,4,4,27
"3964, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3965, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3966, VIC",0,0,0,0,0,0,0,0,0,0,4,3,8
"3967, VIC",0,0,0,0,0,0,0,0,0,0,0,0,0
"3971, VIC",0,10,13,18,0,15,7,11,18,0,9,16,111
"3975, VIC",78,50,36,101,0,405,125,40,124,9,72,117,1154
"3976, VIC",197,123,127,179,8,600,175,84,133,7,174,247,2053
"3977, VIC",488,336,424,702,18,1397,512,182,642,13,342,661,5720
"3978, VIC",47,39,47,102,0,181,59,30,122,3,27,78,744
"3979, VIC",0,0,0,4,0,4,0,0,5,0,4,0,15
"3980, VIC",6,0,27,30,0,22,10,4,19,3,3,8,145
"3981, VIC",22,8,24,23,0,32,11,5,22,0,3,24,175
"3984, VIC",10,9,12,23,0,32,15,3,25,0,10,18,168
"3987, VIC",8,3,10,6,0,15,3,0,6,0,4,4,69
"3988, VIC",5,0,7,5,0,6,3,0,8,0,3,3,37
"3990, VIC",0,0,0,0,0,0,0,0,0,0,0,0,3
"3991, VIC",4,0,3,0,0,0,4,0,0,0,0,0,15
"3992, VIC",6,0,0,6,0,0,0,0,5,0,0,4,24
"3995, VIC",31,24,44,65,3,38,24,4,58,0,29,54,371
"3996, VIC",3,5,8,37,0,14,20,3,42,0,7,23,172
"4000, QLD",144,287,48,182,3,1585,682,104,370,4,640,426,4487
"4005, QLD",39,78,26,108,3,539,348,98,450,3,52,103,1850
"4006, QLD",82,163,48,142,0,860,536,104,379,0,186,183,2687
"4007, QLD",29,55,29,78,0,484,170,71,221,0,52,77,1271
"4008, QLD",0,0,0,5,0,6,0,0,0,0,0,0,9
"4009, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4010, QLD",5,17,12,12,0,95,39,9,59,0,12,19,274
"4011, QLD",49,54,40,88,0,523,217,90,254,0,39,76,1443
"4012, QLD",84,85,67,158,0,618,282,86,371,7,65,121,1936
"4013, QLD",20,23,3,24,0,119,64,10,72,0,29,25,391
"4014, QLD",34,29,27,74,0,286,107,29,147,0,28,44,803
"4017, QLD",94,102,134,266,0,756,249,103,441,8,60,193,2401
"4018, QLD",45,45,43,88,3,290,145,40,174,0,54,71,1001
"4019, QLD",44,66,67,140,3,202,108,38,168,0,44,105,997
"4020, QLD",50,57,57,114,0,283,97,49,191,0,27,110,1031
"4021, QLD",35,24,29,68,0,85,47,12,53,0,31,58,446
"4022, QLD",23,7,29,37,0,102,27,16,45,0,15,30,340
"4025, QLD",4,0,0,0,0,3,5,0,0,0,0,3,20
"4029, QLD",0,0,0,0,0,3,4,0,3,0,0,0,16
"4030, QLD",52,77,41,120,3,798,342,104,369,5,63,98,2078
"4031, QLD",33,62,47,85,0,418,171,59,250,5,32,61,1231
"4032, QLD",72,86,50,111,0,455,227,63,218,7,57,79,1428
"4034, QLD",157,175,128,314,4,1081,437,112,556,12,110,207,3292
"4035, QLD",66,38,77,125,0,823,127,95,285,8,40,91,1766
"4036, QLD",21,11,28,58,0,113,47,10,69,0,14,33,404
"4037, QLD",33,8,20,38,0,262,45,25,93,0,9,39,577
"4051, QLD",106,94,59,175,3,1226,433,172,578,7,75,124,3048
"4053, QLD",148,106,167,305,3,1121,416,180,742,0,108,218,3516
"4054, QLD",37,38,51,95,0,281,106,38,194,0,31,67,943
"4055, QLD",62,39,65,139,0,563,153,54,325,4,38,98,1547
"4059, QLD",59,60,29,65,0,1895,813,89,271,14,79,67,3430
"4060, QLD",21,35,35,47,0,647,151,92,233,5,20,47,1330
"4061, QLD",44,29,42,90,0,606,144,81,271,0,27,61,1404
"4064, QLD",44,51,32,53,0,697,260,104,277,10,27,71,1608
"4065, QLD",21,13,11,43,0,429,117,65,177,0,16,39,929
"4066, QLD",64,71,44,97,5,2098,676,134,346,3,76,78,3682
"4067, QLD",21,19,16,26,0,2929,1113,84,153,13,38,32,4441
"4068, QLD",74,79,42,99,0,2700,924,183,409,11,85,120,4738
"4069, QLD",59,71,65,143,0,1687,368,189,504,10,36,136,3273
"4070, QLD",43,27,32,59,0,406,112,46,195,0,26,51,995
"4072, QLD",4,0,0,0,0,2373,77,11,9,0,0,0,2474
"4073, QLD",22,14,11,45,0,365,82,27,120,0,10,30,732
"4074, QLD",61,69,61,153,0,846,199,97,322,5,38,103,1957
"4075, QLD",76,85,74,147,0,844,302,95,437,4,45,116,2211
"4076, QLD",30,47,11,34,0,150,64,16,48,0,17,24,456
"4077, QLD",225,317,96,224,11,777,284,70,183,4,165,174,2524
"4078, QLD",109,108,75,194,5,687,190,79,292,6,75,165,1978
"4101, QLD",146,201,43,153,0,1709,1008,148,528,6,162,171,4279
"4102, QLD",56,75,27,64,0,719,422,45,144,8,61,50,1666
"4103, QLD",73,93,42,106,3,1229,577,105,326,4,53,72,2672
"4104, QLD",35,26,16,44,0,375,145,44,149,0,23,18,873
"4105, QLD",64,83,44,97,8,540,235,74,270,0,56,68,1534
"4106, QLD",10,20,0,15,0,54,33,7,26,0,15,11,188
"4107, QLD",24,21,22,38,0,235,137,16,83,0,33,39,647
"4108, QLD",40,47,15,32,0,335,234,21,62,0,51,48,886
"4109, QLD",283,408,85,223,3,2844,1182,135,332,17,309,279,6089
"4110, QLD",71,83,31,92,0,270,128,40,111,3,52,54,931
"4111, QLD",8,5,3,8,0,342,67,0,16,0,9,8,463
"4112, QLD",47,39,18,46,0,379,88,26,70,3,41,47,790
"4113, QLD",198,303,66,199,8,1654,713,115,268,5,310,194,4034
"4114, QLD",200,328,92,211,15,322,165,40,119,3,198,221,1911
"4115, QLD",73,90,61,113,4,554,226,54,182,5,60,74,1501
"4116, QLD",136,174,70,165,4,1155,451,98,239,3,113,147,2751
"4117, QLD",6,0,0,7,0,19,6,0,5,0,5,8,68
"4118, QLD",136,109,133,199,0,522,166,66,186,10,71,167,1774
"4119, QLD",46,30,20,43,0,191,86,24,68,0,23,30,555
"4120, QLD",47,59,18,68,0,470,260,58,203,5,43,53,1291
"4121, QLD",83,73,45,151,0,1025,316,102,451,6,49,101,2412
"4122, QLD",193,218,131,322,13,2146,691,180,609,20,163,223,4901
"4123, QLD",70,72,53,138,0,415,148,48,225,5,54,92,1314
"4124, QLD",55,49,69,153,4,258,82,51,134,0,48,91,1001
"4125, QLD",22,13,37,39,0,109,25,8,44,0,14,30,350
"4127, QLD",102,118,109,197,6,471,193,66,248,4,91,112,1705
"4128, QLD",61,40,84,115,0,324,126,49,161,0,32,81,1077
"4129, QLD",27,14,20,49,0,87,27,18,50,0,16,22,331
"4130, QLD",30,20,44,49,4,220,40,25,87,0,7,41,574
"4131, QLD",55,78,41,69,3,173,99,25,68,0,45,50,720
"4132, QLD",135,144,83,169,9,305,122,36,121,4,87,171,1383
"4133, QLD",80,69,70,120,7,219,89,42,112,0,42,108,957
"4151, QLD",57,81,40,80,5,717,328,77,316,11,48,86,1834
"4152, QLD",140,107,130,252,8,1688,454,240,658,9,105,181,3973
"4153, QLD",12,10,11,21,4,137,24,25,53,0,5,16,312
"4154, QLD",28,16,23,67,0,253,64,30,132,0,14,51,671
"4155, QLD",4,0,3,3,0,51,8,12,15,0,4,3,107
"4156, QLD",14,5,19,13,0,120,23,12,26,0,10,18,260
"4157, QLD",65,39,86,124,3,348,95,48,162,0,30,87,1094
"4158, QLD",9,12,19,20,0,50,15,7,37,0,3,18,199
"4159, QLD",49,27,59,70,0,294,76,41,139,0,14,43,816
"4160, QLD",55,26,95,103,3,471,78,67,184,3,20,75,1191
"4161, QLD",67,47,65,115,0,257,81,45,131,3,35,74,920
"4163, QLD",51,25,49,80,0,290,59,35,122,0,27,61,811
"4164, QLD",59,24,82,95,0,321,52,49,137,0,21,71,914
"4165, QLD",141,77,143,237,7,572,150,84,280,4,56,211,1941
"4169, QLD",70,132,41,118,3,755,391,102,298,0,173,156,2240
"4170, QLD",80,89,64,185,0,772,303,122,514,6,74,143,2352
"4171, QLD",24,42,40,84,4,529,140,67,314,0,25,70,1350
"4172, QLD",10,15,9,23,0,98,25,9,47,0,14,31,276
"4173, QLD",24,24,22,58,0,158,53,22,98,0,13,41,516
"4174, QLD",8,4,7,17,0,31,13,5,19,0,0,4,129
"4178, QLD",74,55,83,155,0,505,130,70,288,7,54,120,1532
"4179, QLD",60,31,62,144,6,381,104,68,245,0,36,102,1230
"4183, QLD",0,0,8,9,0,9,11,0,11,0,7,6,65
"4184, QLD",25,20,11,40,0,14,33,5,38,3,18,27,225
"4205, QLD",16,19,23,24,0,42,33,5,38,0,12,19,230
"4207, QLD",209,204,230,365,10,552,248,119,345,0,182,287,2758
"4208, QLD",57,44,61,145,0,246,106,46,164,3,50,104,1024
"4209, QLD",203,209,240,408,6,721,337,114,456,7,149,268,3120
"4210, QLD",60,46,79,142,3,300,106,55,166,0,42,99,1092
"4211, QLD",193,205,240,410,6,937,369,160,516,13,130,308,3505
"4212, QLD",80,54,123,159,9,533,134,66,223,4,43,106,1529
"4213, QLD",69,58,116,198,0,530,137,87,319,0,69,147,1728
"4214, QLD",141,123,155,210,11,1550,480,134,313,8,92,153,3374
"4215, QLD",268,415,161,455,22,2427,969,169,460,17,264,310,5936
"4216, QLD",113,120,112,229,5,735,270,87,239,8,74,174,2165
"4217, QLD",207,351,142,364,3,1203,662,136,412,19,366,489,4357
"4218, QLD",90,157,97,222,5,683,319,95,340,9,109,211,2334
"4220, QLD",61,108,107,260,5,515,301,88,361,3,68,193,2069
"4221, QLD",52,75,106,159,7,404,188,73,248,4,46,135,1488
"4222, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4223, QLD",25,33,58,102,0,234,70,33,102,0,31,71,753
"4224, QLD",20,18,25,63,0,94,66,20,66,5,15,35,428
"4225, QLD",20,30,22,68,0,147,77,24,87,4,29,45,548
"4226, QLD",108,113,115,192,3,943,393,125,294,13,89,151,2539
"4227, QLD",74,62,77,164,0,817,293,76,257,7,71,120,2023
"4228, QLD",4,6,17,16,0,94,30,18,43,0,7,30,271
"4229, QLD",4,0,0,0,0,364,8,6,5,0,0,0,378
"4230, QLD",3,6,5,14,0,25,14,8,12,0,0,10,108
"4270, QLD",16,10,25,29,0,42,12,5,28,0,5,24,181
"4271, QLD",8,3,3,16,0,14,19,0,31,0,5,21,126
"4272, QLD",4,15,17,25,0,68,25,3,46,0,7,17,229
"4275, QLD",8,8,16,25,4,41,8,5,71,0,5,12,202
"4280, QLD",54,30,81,111,4,182,62,35,113,0,32,81,784
"4285, QLD",49,52,79,129,0,184,77,36,120,0,30,88,850
"4287, QLD",0,0,4,4,0,4,0,5,4,0,0,0,26
"4300, QLD",243,233,200,465,6,956,444,196,708,4,158,342,3955
"4301, QLD",135,162,107,254,3,363,206,60,212,9,121,166,1803
"4303, QLD",25,25,6,23,0,21,29,8,12,0,23,32,201
"4304, QLD",69,68,70,145,0,210,123,41,150,4,50,95,1030
"4305, QLD",201,235,258,473,11,808,397,152,627,4,197,344,3710
"4306, QLD",95,57,147,217,0,585,165,111,372,0,63,173,1990
"4307, QLD",5,5,10,9,0,13,3,6,13,0,0,8,62
"4309, QLD",6,3,10,17,0,18,10,0,19,0,3,10,94
"4310, QLD",12,7,31,22,0,29,12,11,50,3,9,23,200
"4311, QLD",30,21,42,62,4,68,41,11,69,0,24,35,403
"4312, QLD",3,0,3,11,0,10,4,0,11,0,3,8,60
"4313, QLD",8,7,3,4,0,6,0,4,12,0,0,5,57
"4340, QLD",16,12,22,26,0,35,21,19,32,0,8,39,225
"4341, QLD",26,30,44,93,0,141,62,37,104,0,37,61,638
"4342, QLD",6,4,7,17,0,89,20,5,18,0,15,9,184
"4343, QLD",21,36,35,54,0,267,150,33,79,0,43,46,773
"4344, QLD",4,6,11,22,0,25,6,10,19,0,0,14,120
"4345, QLD",0,0,0,0,0,382,23,0,0,0,0,0,404
"4346, QLD",3,4,0,5,0,8,0,0,3,0,0,3,40
"4347, QLD",4,0,0,10,0,8,5,6,14,0,5,7,50
"4350, QLD",354,346,451,787,15,1847,1134,525,1518,15,264,633,7892
"4352, QLD",47,47,94,184,4,258,108,96,383,4,41,117,1373
"4353, QLD",0,0,6,4,0,0,0,0,6,0,4,4,16
"4354, QLD",5,0,7,13,0,5,0,0,10,0,6,9,47
"4355, QLD",8,3,9,17,0,8,6,0,16,0,3,20,86
"4356, QLD",3,6,14,31,0,27,13,16,30,0,7,16,156
"4357, QLD",0,6,3,10,0,3,9,3,5,0,3,15,55
"4358, QLD",4,7,11,19,0,20,5,7,14,0,0,12,90
"4359, QLD",6,0,6,11,0,21,4,0,11,0,0,5,63
"4360, QLD",0,0,4,5,0,4,0,0,9,0,0,0,21
"4361, QLD",6,0,13,13,0,11,7,9,18,5,0,6,85
"4362, QLD",3,7,8,18,0,5,0,6,15,0,0,6,69
"4363, QLD",0,0,0,6,0,3,3,0,0,0,0,0,19
"4364, QLD",0,0,0,0,0,0,0,0,0,0,0,0,6
"4365, QLD",0,0,0,0,0,5,0,0,3,0,0,0,13
"4370, QLD",37,52,71,114,4,63,43,18,141,0,27,67,640
"4371, QLD",0,0,9,5,0,0,0,0,5,0,0,4,20
"4372, QLD",0,0,0,0,0,0,5,0,0,0,0,0,4
"4373, QLD",0,0,3,3,0,3,3,0,5,0,0,3,27
"4374, QLD",0,0,0,0,0,0,0,0,6,0,0,0,10
"4376, QLD",0,0,0,0,0,0,0,0,0,0,0,0,3
"4378, QLD",0,0,3,3,0,0,0,0,4,0,0,0,15
"4381, QLD",0,0,0,4,0,0,0,0,4,0,0,0,16
"4382, QLD",0,0,0,4,0,4,0,0,3,0,0,0,13
"4384, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4387, QLD",3,0,4,4,0,0,0,0,3,0,0,0,22
"4388, QLD",0,0,0,3,0,0,0,0,0,0,3,0,11
"4390, QLD",13,5,23,55,0,22,23,18,56,0,0,39,250
"4400, QLD",8,0,8,11,0,12,7,8,10,0,7,21,95
"4401, QLD",18,6,23,28,0,34,13,6,27,0,14,40,212
"4402, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4403, QLD",0,0,5,7,0,0,3,5,0,0,0,5,21
"4404, QLD",0,0,0,6,0,0,0,5,0,0,0,6,19
"4405, QLD",27,22,82,97,4,55,32,37,115,3,24,53,557
"4406, QLD",0,0,0,7,0,4,6,3,8,0,0,8,38
"4407, QLD",0,0,0,0,0,0,5,0,8,0,0,4,15
"4408, QLD",0,0,0,3,0,3,0,0,5,0,0,0,12
"4410, QLD",0,0,3,5,0,4,0,0,3,0,4,4,30
"4411, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4412, QLD",0,0,0,0,0,0,0,0,0,0,0,0,5
"4413, QLD",9,16,35,80,0,16,14,5,42,0,11,31,261
"4415, QLD",0,0,15,25,0,8,7,3,13,0,9,14,85
"4416, QLD",0,0,0,0,0,0,0,0,3,0,0,0,9
"4417, QLD",0,0,0,4,0,0,0,4,4,0,0,0,18
"4418, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4419, QLD",0,0,0,11,0,4,0,0,14,0,0,6,42
"4420, QLD",0,0,0,6,0,0,0,3,4,0,0,3,26
"4421, QLD",0,7,4,11,0,3,4,3,6,0,0,12,41
"4422, QLD",0,0,0,0,0,0,0,0,0,0,0,0,10
"4423, QLD",0,0,0,0,0,0,0,0,6,0,0,0,5
"4424, QLD",0,0,0,0,0,0,0,0,0,0,0,0,3
"4425, QLD",0,0,0,0,0,0,0,0,4,0,0,0,5
"4426, QLD",0,0,0,0,0,0,0,0,0,0,0,0,4
"4427, QLD",0,0,0,6,0,0,0,0,5,0,0,4,17
"4428, QLD",0,0,0,10,0,0,0,0,0,0,0,3,18
"4454, QLD",0,6,0,3,0,0,3,0,9,0,7,4,28
"4455, QLD",10,12,39,86,0,20,23,25,89,0,10,33,346
"4461, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4462, QLD",0,0,3,4,0,0,0,0,0,0,0,0,5
"4465, QLD",0,0,8,4,0,0,0,0,7,0,0,3,25
"4467, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4468, QLD",0,0,0,0,0,0,0,0,0,0,0,0,9
"4470, QLD",4,0,14,24,0,4,11,5,38,0,3,17,118
"4472, QLD",0,0,4,5,0,0,4,0,10,0,0,7,31
"4474, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4475, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4477, QLD",0,0,0,0,0,0,0,0,0,0,0,0,3
"4478, QLD",0,0,0,0,0,0,0,0,6,0,0,0,9
"4479, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4480, QLD",0,0,6,8,0,0,0,3,8,0,0,0,28
"4481, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4482, QLD",0,0,0,0,0,0,0,0,3,0,0,0,9
"4486, QLD",0,0,0,4,0,3,0,3,3,0,5,0,17
"4487, QLD",3,0,10,14,0,3,4,3,21,0,5,9,78
"4488, QLD",0,0,0,0,0,0,0,0,5,0,0,0,8
"4489, QLD",0,0,0,0,0,0,0,0,0,0,0,0,4
"4490, QLD",0,0,5,12,0,5,4,0,9,0,0,6,41
"4491, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4492, QLD",0,0,0,3,0,0,0,0,4,0,0,5,6
"4493, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4494, QLD",0,0,0,0,0,0,0,0,0,0,0,0,0
"4496, QLD",0,0,0,0,0,0,0,0,0,0,0,0,3
"4497, QLD",0,0,3,0,0,0,0,0,0,0,0,0,5
"4498, QLD",0,0,0,0,0,0,0,0,0,0,0,0,4
"4500, QLD",151,150,198,311,5,809,237,120,447,7,89,238,2760
"4501, QLD",23,17,23,55,0,70,47,9,57,0,23,32,354
"4502, QLD",34,26,23,55,4,145,42,25,101,0,25,49,535
"4503, QLD",131,140,181,331,3,607,289,130,416,5,102,215,2556
"4504, QLD",67,44,77,149,0,330,87,50,187,0,29,98,1113
"4505, QLD",63,45,85,131,3,318,71,48,140,0,51,117,1073
"4506, QLD",95,80,96,131,0,246,123,51,121,0,69,135,1156
"4507, QLD",26,45,42,89,0,114,44,24,72,0,24,93,575
"4508, QLD",48,68,56,125,5,176,69,21,126,4,64,130,893
"4509, QLD",104,97,110,241,6,462,191,83,331,4,92,178,1896
"4510, QLD",191,202,168,326,15,466,270,74,328,5,196,299,2537
"4511, QLD",18,21,22,51,0,77,28,13,59,0,9,40,344
"4512, QLD",6,4,8,15,0,47,8,6,11,0,4,12,139
